	GName	Class	MF	Mass	HMDB	KEGG	PC	Nam2
	"Carboxymethyl-hydroxymuconic semialdehyde"	todo	C8H8O6	200.032088		C04642	5280709	"Carboxymethyl-hydroxymuconic semialdehyde"
	Fumarylacetoacetate	todo	C8H8O6	200.032088	HMDB01268	C01061	5280398	Fumarylacetoacetate
	Maleylacetoacetate	Energy	C8H8O6	200.032088	HMDB02052	C01036	5280393	Maleylacetoacetate
	"Phthalate dihydrodiol"	todo	C8H8O6	200.032088		C04783;C18314	440478;25245055	"Phthalate dihydrodiol"
	"Terephthalate dihydrodiol"	todo	C8H8O6	200.032088		C06318	440974	"Terephthalate dihydrodiol"
	5-Carboxymethyl-2-hydroxymuconate	todo2	C8H8O7	216.027003	NA	C04186	54675765	5-Carboxymethyl-2-hydroxymuconate
	4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate	todo2	C8H8O7	216.027003	NA	C18345	54731235	4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate
	Tegafur	todo2	C8H9FN2O3	200.05972	NA	C12673	5386	Tegafur
	N-Acetylisoniazid;;(N)1-Acetylisoniazid	todo2	C8H9N3O2	179.069477	HMDB41821	C07585	71602	N-Acetylisoniazid
	2-Phenylacetamide;;alpha-Phenylacetamide	todo2	C8H9NO	135.068414	HMDB10715	C02505	7680	2-Phenylacetamide
	"(Z)-Phenylacetaldehyde oxime;;Z-Phenylacetaldoxime"	todo2	C8H9NO	135.068414	NA	C16075	5939523	"(Z)-Phenylacetaldehyde oxime"
	"(E)-Phenylacetaldoxime;;(E)-Phenylacetaldehyde oxime"	todo2	C8H9NO	135.068414	NA	C19714	9638853	(E)-Phenylacetaldoxime
	2-phenylglycine	Xenobiotics	C8H9NO2	151.063329	HMDB02210		3866	2-phenylglycine
	Acetaminophen	Xenobiotics	C8H9NO2	151.063329	HMDB01859	C06804	1983	Acetaminophen
	(E)-4-Hydroxyphenylacetaldehyde-oxime	todo2	C8H9NO2	151.063329	NA	C04350	5460411	(E)-4-Hydroxyphenylacetaldehyde-oxime
	"(Z)-4-Hydroxyphenylacetaldehyde oxime;;(Z)-[4-Hydroxyphenylacetaldehyde oxime]"	todo2	C8H9NO2	151.063329	NA	C04353	5459810	"(Z)-4-Hydroxyphenylacetaldehyde oxime"
	(R)-Mandelamide	todo2	C8H9NO2	151.063329	NA	C07301	441254	(R)-Mandelamide
	2-Amino-3-methylbenzoate	todo2	C8H9NO2	151.063329	NA	C16571	78101	2-Amino-3-methylbenzoate
	p-Hydroxyphenylacetothiohydroximate	todo2	C8H9NO2S	183.0354	NA	C17239	46173870	p-Hydroxyphenylacetothiohydroximate
	Hydroxyphenylglycine	todo	C8H9NO3	167.058243		C12323	36143	Hydroxyphenylglycine
	Pyridoxal	"Cofactors and vitamins"	C8H9NO3	167.058243	HMDB01545	C00250	1050	Pyridoxal
	"3-Methoxyanthranilate;;3-Methoxyanthranilic acid"	todo2	C8H9NO3	167.058243	NA	C05831	255720	3-Methoxyanthranilate
	Isopyridoxal	todo2	C8H9NO3	167.058243	HMDB04290	C06051	440899	Isopyridoxal
	"Pyridoxic acid"	"Cofactors and vitamins"	C8H9NO4	183.053158	HMDB00017	C00847	6723	"Pyridoxic acid"
	"3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate;;5-Pyridoxate;;5-Pyridoxic acid"	todo2	C8H9NO4	183.053158	NA	C04773	440474	3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate
	3,5-Dihydroxy-phenylglycine;;L-3,5-Dihydroxyphenylglycine;;(S)-3,5-Dihydroxyphenylglycine	todo2	C8H9NO4	183.053158	NA	C12026	443586	3,5-Dihydroxy-phenylglycine
	Phenylacetothiohydroximate	todo2	C8H9NOS	167.040485	NA	C03719	3295299	Phenylacetothiohydroximate
	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine;;GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol;;GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol	todo2	C94H156N8O26P2	1875.0606	NA	C05893	46173749	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine	todo2	C94H157N9O25P2	1874.076585	NA	C05894	46173750	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine
	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	todo2	C95H156N8O28P2	1919.05043	NA	C05898	46173753	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
	"Ternatin A1"	todo2	C96H106O53	2106.559928	HMDB27941	C16302	16173494	"Ternatin A1"
	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine;;Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)-D-Ala-D-Ala	todo2	C96H160N10O26P2	1931.098048	NA	C17541	46173931	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine
	"Lauroyl-KDO2-lipid IV(A);;Dodecanoyl-KDO2-lipid IV(A)"	todo2	C96H176N2O38P2	2027.137632	NA	C06251	25201427	"Lauroyl-KDO2-lipid IV(A)"
	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine	todo2	C97H161N9O27P2	1946.097714	NA	C17550	46173937	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine
	Iodo-tyrosine	todo	C9H10INO3	306.970541	HMDB00021	C02515	439744	Iodo-tyrosine
	Dimethylbenzimidazole	todo	C9H10N2	146.084398	HMDB03701	C03114	675	Dimethylbenzimidazole
	Nitrotyrosine	Xenobiotics	C9H10N2O5	226.058971	HMDB01904		65124	Nitrotyrosine
	Chavicol	todo2	C9H10O	134.073165	HMDB34107	C16930	68148	Chavicol
	Isochavicol;;t-Anol;;trans-Anol;;(E)-4-Propenylphenol;;(E)-4-Hydroxypropenylbenzene	todo2	C9H10O	134.073165	NA	C20464	5474441	Isochavicol
	"3-phenylpropionic acid"	Xenobiotics	C9H10O2	150.06808	HMDB00764	C05629	107	"3-phenylpropionic acid"
	"4-coumaryl alcohol"	todo	C9H10O2	150.06808	HMDB03654	C02646	5280535	"4-coumaryl alcohol"
	4-Hydroxydihydrocinnamaldehyde;;3-(p-Hydroxyphenyl)propanal	todo2	C9H10O2	150.06808	NA	C16706	11957427	4-Hydroxydihydrocinnamaldehyde
	Desaminotyrosine	Xenobiotics	C9H10O3	166.062994	HMDB02199	C01744	10394	Desaminotyrosine
	"Ethyl salicylic acid"	Xenobiotics	C9H10O3	166.062994	HMDB29817		8365	"Ethyl salicylic acid"
	"3-(2-Hydroxyphenyl)propanoate;;2-Hydroxyphenylpropanoate;;3-(2-Hydroxyphenyl)propionic acid;;Melilotate;;3-(2-Hydroxyphenyl)propionate"	todo2	C9H10O3	166.062994	HMDB20037	C01198	873	3-(2-Hydroxyphenyl)propanoate
	"Tropate;;Tropic acid;;alpha-(Hydroxymethyl)phenylacetic acid"	todo2	C9H10O3	166.062994	NA	C01456	10726	Tropate
	3-Methoxy-4-hydroxyphenylacetaldehyde;;(4-Hydroxy-3-methoxyphenyl)acetaldehyde;;Homovanillin	todo2	C9H10O3	166.062994	HMDB05175	C05581	151276	3-Methoxy-4-hydroxyphenylacetaldehyde
	Phenyllactate;;(R)-Phenyllactate	todo2	C9H10O3	166.062994	HMDB00748	C05607	643327	Phenyllactate
	"3-(3-Hydroxyphenyl)propanoic acid;;Dihydro-3-coumaric acid;;3-Hydroxyphenylpropanoate;;3-(3-Hydroxyphenyl)propanoate"	todo2	C9H10O3	166.062994	HMDB00375	C11457	91	"3-(3-Hydroxyphenyl)propanoic acid"
	"Caffeyl alcohol"	todo2	C9H10O3	166.062994	NA	C12206	5282096	"Caffeyl alcohol"
	"Homovanillic acid"	"Amino acids"	C9H10O4	182.057909	HMDB00118	C05582	1738	"Homovanillic acid"
	"Hydroxyphenyllactic acid"	"Amino acids"	C9H10O4	182.057909	HMDB00755	C03672	9378	"Hydroxyphenyllactic acid"
	Carboxyethenyl-cyclohexadienediol	todo	C9H10O4	182.057909		C12622	5282145	Carboxyethenyl-cyclohexadienediol
	3-(2,3-Dihydroxyphenyl)propanoate;;2,3-Dihydroxyphenylpropanoate	todo2	C9H10O4	182.057909	NA	C04044	20	3-(2,3-Dihydroxyphenyl)propanoate
	3-Methoxy-4-hydroxyphenylglycolaldehyde	todo2	C9H10O4	182.057909	HMDB04061	C05583	440729	3-Methoxy-4-hydroxyphenylglycolaldehyde
	"3,4-Dihydroxyphenylpropanoate;;Dihydrocaffeic acid;;3,4-Dihydroxyphenylpropionic acid"	todo2	C9H10O4	182.057909	HMDB00423	C10447	348154	3,4-Dihydroxyphenylpropanoate
	"3-methoxy-4-hydroxymandelic acid"	Xenobiotics	C9H10O5	198.052823	HMDB00291	C05584	736172	"3-methoxy-4-hydroxymandelic acid"
	"3-(3,4-Dihydroxyphenyl)lactate;;3,4-Dihydroxyphenyllactic acid"	todo2	C9H10O5	198.052823	HMDB03503	C01207	439435	3-(3,4-Dihydroxyphenyl)lactate
	"Syringic acid;;Syringate;;4-Hydroxy-3,5-dimethoxybenzoate;;Gallic acid 3,5-dimethyl ether"	todo2	C9H10O5	198.052823	HMDB02085	C10833	10742	"Syringic acid"
	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate;;(2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	todo2	C9H10O6	214.047738	NA	C04479	9543133	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate
	5-Fluorodeoxyuridine;;Floxuridine	todo2	C9H11FN2O5	246.0652	HMDB14467	C11736	5790	5-Fluorodeoxyuridine
	5-Deoxy-5-fluorouridine;;Doxifluridine	todo2	C9H11FN2O5	246.0652	NA	C12739	18343	5-Deoxy-5-fluorouridine
	5-Fluorouridine	todo2	C9H11FN2O6	262.060114	NA	C16633	9427	5-Fluorouridine
	cUMP	Nucleotides	C9H11N2O8P	306.025302	HMDB11640	C02355	439715	cUMP
	4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone	todo2	C9H11N3O2	193.085127	NA	C19564	53297438	4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone
	4-Acetamido-2-amino-6-nitrotoluene	todo2	C9H11N3O3	209.080041	NA	C16420	9543177	4-Acetamido-2-amino-6-nitrotoluene
	Pyrimidodiazepine;;2-Amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one	todo2	C9H11N5O2	221.091275	NA	C02587	196146	Pyrimidodiazepine
	Biopterin	"Cofactors and vitamins"	C9H11N5O3	237.086189	HMDB00468	C06313	445040	Biopterin
	6-Pyruvoyltetrahydropterin;;6-(1,2-Dioxopropyl)-5,6,7,8-tetrahydropterin;;6-Pyruvoyl-5,6,7,8-tetrahydropterin	todo2	C9H11N5O3	237.086189	HMDB01195	C03684	128973	6-Pyruvoyltetrahydropterin
	Neopterin;;[S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-one;;[S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridine-4-one;;[S-(R*,S*)]-2-Amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-on;;6-(D-erythro-1,2,3-Trihydroxypropyl)pterin;;6-D-erythro-Neopterin;;D-erythro-Neopterin;;D-Neopterin	todo2	C9H11N5O4	253.081104	HMDB00845	C05926	448839	Neopterin
	D-Cathinone;;Cathinone	todo2	C9H11NO	149.084064	NA	C08301	62258	D-Cathinone
	3-Phenylpropionaldoxim	todo2	C9H11NO	149.084064	NA	C17236	9610218	3-Phenylpropionaldoxim
	Phenylalanine	"Amino acids"	C9H11NO2	165.078979	HMDB00159	C00079	6140	Phenylalanine
	"D-Phenylalanine;;D-alpha-Amino-beta-phenylpropionic acid"	todo2	C9H11NO2	165.078979	NA	C02265	71567	D-Phenylalanine
	4-Hydroxy-1-(3-pyridinyl)-1-butanone	todo2	C9H11NO2	165.078979	NA	C19565	107819	4-Hydroxy-1-(3-pyridinyl)-1-butanone
	5-(3-Pyridyl)-2-hydroxytetrahydrofuran	todo2	C9H11NO2	165.078979	NA	C19578	179630	5-(3-Pyridyl)-2-hydroxytetrahydrofuran
	Tyrosine	"Amino acids"	C9H11NO3	181.073893	HMDB00158	C00082	6057	Tyrosine
	3-Amino-3-(4-hydroxyphenyl)propanoate;;beta-Tyrosine	todo2	C9H11NO3	181.073893	HMDB03831	C04368	440311	3-Amino-3-(4-hydroxyphenyl)propanoate
	gamma-Hydroxy-3-pyridinebutanoate	todo2	C9H11NO3	181.073893	HMDB01119	C19579	438	gamma-Hydroxy-3-pyridinebutanoate
	N-Hydroxy-L-phenylalanine;;2-(Hydroxyamino)-3-phenylpropanoate	todo2	C9H11NO3	181.073893	NA	C19712	18605013	N-Hydroxy-L-phenylalanine
	L-Dopa	"Amino acids"	C9H11NO4	197.068808	HMDB00181	C00355	6047	L-Dopa
	N-Hydroxytyrosine	todo	C9H11NO4	197.068808		C03004	174052	N-Hydroxytyrosine
	N,N-Dihydroxy-L-phenylalanine	todo2	C9H11NO4	197.068808	NA	C19715	18600969	N,N-Dihydroxy-L-phenylalanine
	N,N-Dihydroxy-tyrosine	todo	C9H11NO5	213.063722		C15503	5461147	N,N-Dihydroxy-tyrosine
	"4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"	todo2	C9H11NO6	229.058637	NA	C04796	56928064	"4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"
	"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"	todo2	C9H11NO6	229.058637	NA	C04797	56928065	"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"
	"5-Fluorodeoxyuridine monophosphate"	todo2	C9H12FN2O8P	326.03153	NA	C04242	8642	"5-Fluorodeoxyuridine monophosphate"
	"5-Fluorouridine monophosphate"	todo2	C9H12FN2O9P	342.026445	NA	C16634	150856	"5-Fluorouridine monophosphate"
	5-Deoxy-5-fluorocytidine	todo2	C9H12FN3O4	245.081184	NA	C16635	10037499	5-Deoxy-5-fluorocytidine
	Nornicotine	todo2	C9H12N2	148.100048	HMDB01126	C06524	412	Nornicotine
	3-Hydroxykynurenamine	todo2	C9H12N2O2	180.089878	NA	C05636	440736	3-Hydroxykynurenamine
	5-Hydroxykynurenamine	todo2	C9H12N2O2	180.089878	HMDB04076	C05638	164719	5-Hydroxykynurenamine
	2-deoxyuridine	Nucleotides	C9H12N2O5	228.074621	HMDB00012	C00526	13712	2-deoxyuridine
	Pseudouridine	Nucleotides	C9H12N2O6	244.069536	HMDB00767	C02067	15047	Pseudouridine
	Uridine	Nucleotides	C9H12N2O6	244.069536	HMDB00296	C00299	6029	Uridine
	"2,3-Cyclic CMP"	todo2	C9H12N3O7P	305.041286	NA	C02354	68934	"2,3-Cyclic CMP"
	3-Methoxy-4-hydroxyphenylethyleneglycol	todo2	C9H12O4	184.073559	HMDB01490	C05594	10805	3-Methoxy-4-hydroxyphenylethyleneglycol
	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate	todo2	C9H12O4	184.073559	NA	C06582	5280967	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate
	cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;;cis-3-(2-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;;3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate	todo2	C9H12O4	184.073559	NA	C11588	443290	cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol
	Homo-3-aconitate	todo	C9H12O6	216.063388		C20582	25244229	Homo-3-aconitate
	dUMP	Nucleotides	C9H13N2O8P	308.040952	HMDB01409	C00365	65063	dUMP
	UMP	Nucleotides	C9H13N2O9P	324.035867	HMDB60282	C01368;C00105	6030	UMP
	"Pseudouridine 5-phosphate"	todo2	C9H13N2O9P	324.035867	HMDB01271	C01168	439424	"Pseudouridine 5-phosphate"
	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol	todo2	C9H13N3O2	195.100777	NA	C19581	53297442	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol
	2-deoxycytidine	Nucleotides	C9H13N3O4	227.090606	HMDB00014	C00881	13711	2-deoxycytidine
	Cytidine	Nucleotides	C9H13N3O5	243.085521	HMDB00089	C00475	6175	Cytidine
	gamma-Glutamyl-beta-cyanoalanine	todo2	C9H13N3O5	243.085521	NA	C05711	53297342	gamma-Glutamyl-beta-cyanoalanine
	Dihydrobiopterin	"Cofactors and vitamins"	C9H13N5O3	239.101839	HMDB00038	C00268;C02953	1879	Dihydrobiopterin
	6-Lactoyl-5,6,7,8-tetrahydropterin	todo2	C9H13N5O3	239.101839	HMDB02065	C04244	169508	6-Lactoyl-5,6,7,8-tetrahydropterin
	Dihydroneopterin	todo	C9H13N5O4	255.096754	HMDB02275	C04874	65074	Dihydroneopterin
	N-Methyltyramine	todo2	C9H13NO	151.099714	HMDB03633	C02442	9727	N-Methyltyramine
	D-Cathine;;Cathine;;(+)-Norpseudoephedrine	todo2	C9H13NO	151.099714	NA	C08300	441457	D-Cathine
	(-)-Norephedrine;;l-Phenylpropanolamine	todo2	C9H13NO	151.099714	NA	C16719	10297	(-)-Norephedrine
	3-methoxytyramine	Xenobiotics	C9H13NO2	167.094629	HMDB00022	C05587	1669	3-methoxytyramine
	1-(3-Pyridinyl)-1,4-butanediol	todo2	C9H13NO2	167.094629	NA	C19582	156653	1-(3-Pyridinyl)-1,4-butanediol
	Adrenaline	todo	C9H13NO3	183.089543	HMDB14806;HMDB00068	C00788	5816	Adrenaline
	L-Normetanephrine	todo2	C9H13NO3	183.089543	HMDB00819	C05589	688100	L-Normetanephrine
	N-Acetylaminooxopimelate	todo	C9H13NO6	231.074287		C05539	440719	N-Acetylaminooxopimelate
	"N-Succinyl-L-glutamate 5-semialdehyde;;(2S)-2-(3-Carboxypropanoylamino)-5-oxopentanoic acid"	todo2	C9H13NO6	231.074287	HMDB01180	C05932	440848	"N-Succinyl-L-glutamate 5-semialdehyde"
	"N-Succinyl-L-glutamate;;(2S)-2-(3-Carboxypropanoylamino)pentanedioic acid"	todo2	C9H13NO7	247.069202	NA	C05931	440847	N-Succinyl-L-glutamate
	dCTP	Nucleotides	C9H14N2O11P2	388.007283	HMDB00998	C00458	65091	dCTP
	dUDP	Nucleotides	C9H14N2O11P2	388.007283	HMDB01000	C01346	145729	dUDP
	UDP	Nucleotides	C9H14N2O12P2	404.002197	HMDB00295	C00015	6031	UDP
	dCMP	Nucleotides	C9H14N3O7P	307.056936	HMDB01202	C00239	13945	dCMP
	CMP	Nucleotides	C9H14N3O8P	323.051851	HMDB00095	C00055	6131	CMP
	"3-CMP;;Cytidine 3-phosphate"	todo2	C9H14N3O8P	323.051851	NA	C05822	66535	3-CMP
	Carboxyamino-phosphoribosyl-imidazole	todo	C9H14N3O9P	339.046766		C15667	23657851	Carboxyamino-phosphoribosyl-imidazole
	Phosphoribosyl-amino-imidazolecarboxylate	todo	C9H14N3O9P	339.046766	HMDB06273	C04751	165388	Phosphoribosyl-amino-imidazolecarboxylate
	Carnosine	Peptides	C9H14N4O3	226.10659	HMDB00033	C00386	439224	Carnosine
	"Dihydroneopterin phosphate;;2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine phosphate;;7,8-Dihydroneopterin 3-phosphate"	todo2	C9H14N5O7P	335.063084	HMDB06824	C05925	24771767	"Dihydroneopterin phosphate"
	3,6-Nonadienal	todo2	C9H14O	138.104465	HMDB17653	C16323	5352808	3,6-Nonadienal
	"cis-2-Carboxycyclohexyl-acetic acid"	todo2	C9H14O4	186.089209	NA	C14112	656884	"cis-2-Carboxycyclohexyl-acetic acid"
	Homo-3-citrate	todo	C9H14O7	234.073953		C16598	24892804	Homo-3-citrate
	Homo-3-isocitrate	todo	C9H14O7	234.073953		C16600	24892805	Homo-3-isocitrate
	dUTP	Nucleotides	C9H15N2O14P3	467.973613	HMDB01191	C00460	65070	dUTP
	UTP	Nucleotides	C9H15N2O15P3	483.968528	HMDB00285	C00075	6133	UTP
	dCDP	Nucleotides	C9H15N3O10P2	387.023267	HMDB01245	C00705	150855	dCDP
	CDP	Nucleotides	C9H15N3O11P2	403.018182	HMDB01546	C00112	6132	CDP
	Hercynine;;Nalpha,Nalpha,Nalpha-Trimethyl-L-histidine	todo2	C9H15N3O2	197.116427	HMDB29422	C05575	440727	Hercynine
	Ergothioneine	Xenobiotics	C9H15N3O2S	229.088498	HMDB03045	C05570	3032311	Ergothioneine
	AICAR	Nucleotides	C9H15N4O8P	338.06275	HMDB01517	C04677	65110	AICAR
	5-amino-6-(5-phosphoribosylamino)uracil	todo	C9H15N4O9P	354.057665		C01268	439462	5-amino-6-(5-phosphoribosylamino)uracil
	Tetrahydrobiopterin;;5,6,7,8-Tetrahydrobiopterin;;2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone;;L-erythro-Tetrahydrobiopterin	todo2	C9H15N5O3	241.117489	HMDB00787	C00272	44257	Tetrahydrobiopterin
	Pseudopelletierine	todo2	C9H15NO	153.115364	HMDB34580	C10865	11096	Pseudopelletierine
	Ecgonine	todo2	C9H15NO3	185.105193	HMDB06548	C10858	443003	Ecgonine
	Pseudoecgonine	todo2	C9H15NO3	185.105193	HMDB06348	C12449	443845	Pseudoecgonine
	Gamma-glutamyl-gamma-aminobutyraldehyde	Peptides	C9H16N2O4	216.111007		C15700	23724544	Gamma-glutamyl-gamma-aminobutyraldehyde
	Gamma-glutamyl-GABA	Peptides	C9H16N2O5	232.105922	HMDB12161	C15767	23724570	Gamma-glutamyl-GABA
	N-Acetyl-diaminoheptanedioate	todo	C9H16N2O5	232.105922		C04390	440321	N-Acetyl-diaminoheptanedioate
	"N2-Succinyl-L-ornithine;;(2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid"	todo2	C9H16N2O5	232.105922	HMDB01199	C03415	127370	N2-Succinyl-L-ornithine
	gamma-Glutamyl-Se-methylselenocysteine;;5-L-Glutamyl-Se-methylselenocysteine	todo2	C9H16N2O5Se	308.025135	HMDB10716	C05695	49787003	gamma-Glutamyl-Se-methylselenocysteine
	Gamma-glutamylthreonine	Peptides	C9H16N2O6	248.100836	HMDB28829		6998031	Gamma-glutamylthreonine
	CTP	Nucleotides	C9H16N3O14P3	482.984512	HMDB00082	C00063	6176	CTP
	Ribitylamino-5-aminouracil	todo	C9H16N4O6	276.106984	HMDB11106	C04732	193516	Ribitylamino-5-aminouracil
	"Dihydroneopterin 3-triphosphate"	todo	C9H16N5O13P3	494.995745	HMDB00980	C04895	121885	"Dihydroneopterin 3-triphosphate"
	Diamino-phosphoribosylaminopyrimidin-4(3H)-one	todo	C9H16N5O8P	353.073649		C01304	439480	Diamino-phosphoribosylaminopyrimidin-4(3H)-one
	"9-Oxononanoic acid"	todo2	C9H16O3	172.109944	NA	C16322	75704	"9-Oxononanoic acid"
	"2-Oxo-8-methylthiooctanoic acid;;8-Methylthio-2-octanoic acid"	todo2	C9H16O3S	204.082015	NA	C17224	44237314	"2-Oxo-8-methylthiooctanoic acid"
	"Azelic acid"	Lipids	C9H16O4	188.104859	HMDB00784	C08261	2266	"Azelic acid"
	"2-(4-Methylthio)butylmalic acid;;2-(4-Methylthio)butylmalate"	todo2	C9H16O5S	236.071845	NA	C17218	44237182	"2-(4-Methylthio)butylmalic acid"
	"3-(4-Methylthio)butylmalic acid;;3-(4-Methylthio)butylmalate"	todo2	C9H16O5S	236.071845	NA	C17219	44237165	"3-(4-Methylthio)butylmalic acid"
	2(alpha-D-Mannosyl)-D-glycerate;;alpha-Mannosylglycerate;;2-O-(alpha-D-Mannopyranosyl)-D-glycerate	todo2	C9H16O9	268.079432	NA	C11544	5460194	2(alpha-D-Mannosyl)-D-glycerate
	Amino-phosphoribitylamino-uracil	todo	C9H17N4O9P	356.073315	HMDB03841	C04454	18666812	Amino-phosphoribitylamino-uracil
	N-Methylpelletierine	todo2	C9H17NO	155.131014	HMDB30326	C06184	86786	N-Methylpelletierine
	Amino-oxononanoate	todo	C9H17NO3	187.120843	HMDB37790	C01092	173	Amino-oxononanoate
	Acetylcarnitine	Lipids	C9H17NO4	203.115758	HMDB00201	C02571	7045767	Acetylcarnitine
	"Pantothenic acid"	"Cofactors and vitamins"	C9H17NO5	219.110673	HMDB00210	C00864	6613	"Pantothenic acid"
	1-Methylseleno-N-acetyl-D-galactosamine	todo2	C9H17NO5Se	295.029886	NA	C18893	11551129	1-Methylseleno-N-acetyl-D-galactosamine
	S-Ribosyl-homocysteine	todo	C9H17NO6S	267.077658		C03539	24798681	S-Ribosyl-homocysteine
	"Neuraminic acid"	Carbohydrates	C9H17NO8	267.095417	HMDB00830	C06469	513472	"Neuraminic acid"
	2-(alpha-D-Mannosyl)-3-phosphoglycerate	todo2	C9H17O12P	348.045763	NA	C11516	443242	2-(alpha-D-Mannosyl)-3-phosphoglycerate
	D-Lysopine;;N2-(D-1-Carboxyethyl)-L-lysine;;Lysopine	todo2	C9H18N2O4	218.126657	NA	C04020	193187	D-Lysopine
	Carboxyethylarginine	todo	C9H18N4O4	246.132805		C06655	446475	Carboxyethylarginine
	"D-Octopine;;N2-(D-1-Carboxyethyl)-L-arginine;;N2-(1-Carboxyethyl)-L-arginine;;Arginine, N2-(1-carboxyethyl)-, L-;;D-(+)-Octopine;;L-Arginine, N2-(1-carboxyethyl)-, (R)-;;L-Arginine, N2-[(1R)-1-carboxyethyl]-;;Octopine"	todo2	C9H18N4O4	246.132805	NA	C04137	440237	D-Octopine
	2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine	todo	C9H18N5O14P3	513.00631	HMDB06823	C06148	440923	2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine
	"2,5-diaminopyrimidine nucleoside triphosphate"	todo	C9H18N5O14P3	513.00631	HMDB06821	C05923	440841	"2,5-diaminopyrimidine nucleoside triphosphate"
	"2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one;;2,5-Diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5-phosphate"	todo2	C9H18N5O8P	355.089299	NA	C18910	25271619	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one
